filmmaker	12	32	52	116	233	419	714	1188	1949	endowment	1	1	8	23	61	149	372	811	1651
subscale	0	0	0	0	8	34	140	489	1259	magnetism	8	10	23	44	114	273	654	1337	2410
def	0	0	0	0	0	2	15	68	202	se	171	380	599	833	1058	1304	1595	1961	2383
entitlement	5	13	49	174	435	966	1889	3107	4605	retaliation	4	17	45	85	165	333	669	1187	2022
tsp	51	89	166	322	544	878	1428	2311	3903	dye	8	13	29	62	143	334	600	1107	1853
condo	11	15	28	58	120	266	493	1031	2015	coil	25	60	117	247	467	831	1501	2473	3817
bailout	5	21	44	111	213	359	673	1175	1900	wizard	2	3	4	6	13	26	58	164	463
groundwater	24	46	76	142	258	477	933	1629	2616	ratification	44	79	139	247	421	683	1083	1654	2434
downside	0	1	1	1	7	38	120	438	1215	induction	6	29	96	228	434	874	1556	2529	3878
landfill	3	8	17	44	96	195	463	1032	2076	formality	2	5	8	15	36	61	109	245	525
algorithm	0	5	10	55	184	386	792	1433	2417	charcoal	44	102	205	388	707	1181	1868	2881	4278
wastewater	14	25	49	114	247	492	925	1655	2660	plaintiff	19	37	56	93	145	235	371	627	1098
spokesperson	2	2	2	5	8	20	51	125	312	penitentiary	7	8	10	15	35	52	83	129	228
postseason	35	64	92	126	181	268	363	512	841	nightfall	16	20	28	44	75	151	342	750	1420
dysfunction	201	320	470	651	969	1365	2039	2963	4270	disclosure	4	6	13	31	76	197	485	963	1813
sitcom	2	2	6	17	39	82	175	401	904	strand	0	0	1	5	23	89	290	788	1687
analog	6	23	55	104	186	316	559	1078	2103	flute	82	112	154	205	294	417	617	1020	1856
tofu	303	395	522	659	879	1150	1618	2363	3509	nun	3	4	9	22	57	153	367	835	1680
arousal	1	7	24	84	187	429	899	1661	2828	pallor	25	41	87	155	259	455	784	1299	2198
ballpark	2	3	3	5	15	57	186	523	1292	pyramid	4	11	32	90	187	369	768	1427	2440
victimization	0	3	4	18	61	151	354	788	1635	self-control	27	41	71	135	241	416	673	1142	1864
backcountry	2	3	6	19	46	111	307	730	1580	contingency	1	1	3	7	15	62	212	522	1196
offseason	0	1	7	13	31	66	116	227	419	magician	9	13	22	29	55	123	260	605	1363
burnout	0	0	0	1	5	15	50	164	408	tremor	7	21	44	84	140	268	485	896	1621
biomass	26	79	195	422	803	1325	2043	3062	4368	equator	17	37	62	123	233	416	708	1229	2095
acculturation	0	0	2	5	39	142	428	987	1909	sitting-room	58	93	142	217	359	612	960	1513	2388
osteoporosis	44	96	170	304	436	626	866	1187	1693	conservatory	0	3	11	37	59	113	241	458	925
start-up	4	14	44	103	249	492	887	1504	2532	thinker	38	65	113	189	318	549	974	1584	2502
fundraising	2	4	6	17	58	170	388	835	1589	antagonism	22	42	93	206	437	901	1563	2535	3804
firefighter	1	1	3	6	14	34	110	277	707	aspiration	13	58	133	279	560	1007	1698	2670	3875
homelessness	4	6	15	29	69	164	357	810	1632	adjournment	7	14	25	53	80	159	280	532	965
testosterone	2	11	21	56	148	335	664	1174	1986	cleanliness	4	7	12	22	35	81	173	384	854
biotechnology	9	17	41	94	208	436	865	1567	2634	statesmanship	9	13	30	75	169	375	785	1502	2566
caregiver	3	5	6	24	45	106	269	700	1555	embodiment	7	14	22	51	163	364	743	1374	2291
browser	0	1	3	4	15	42	139	392	1021	trophy	2	3	7	12	26	61	128	262	457
nonstick	9	30	82	192	416	838	1423	2220	3603	foothold	3	3	3	4	7	12	18	45	141
cornerback	4	6	16	32	57	90	155	270	522	homestead	0	3	5	13	21	36	75	142	282
sunscreen	1	2	4	14	29	101	249	557	1112	hardness	15	31	59	119	249	523	1058	1942	3266
biotech	3	4	14	43	89	199	426	882	1666	tablet	3	6	10	25	54	89	160	309	639
cellphone	3	10	18	26	51	114	235	500	1030	panorama	3	5	10	14	23	36	81	175	410
soundtrack	4	12	40	100	196	369	632	1072	1929	grievance	1	2	3	6	13	34	68	197	582
wellness	1	1	5	17	29	66	143	317	625	infinity	8	13	26	73	145	323	669	1279	2338
cyberspace	0	0	0	0	3	22	85	368	1001	parsonage	9	14	24	37	58	118	228	439	773
makeover	0	0	1	2	3	11	42	125	407	sulphur	92	184	295	428	644	880	1221	1784	2537
app	0	0	1	5	16	45	117	358	911	mi	500	759	1006	1245	1518	1815	2173	2644	3228
steroid	0	3	11	45	127	265	494	810	1343	contour	8	19	42	82	166	355	670	1268	2204
ponytail	70	154	282	493	781	1206	1915	2952	4405	orthodoxy	52	103	168	276	452	777	1262	2047	3091
after-school	2	9	20	32	55	109	224	415	749	incarnation	6	10	17	36	94	258	589	1108	1956
sushi	8	24	55	130	236	365	558	917	1582	foil	0	0	0	3	8	56	179	524	1180
oregano	248	373	564	816	1158	1676	2529	3783	5000	missus	212	381	651	965	1368	1914	2580	3533	4712
meltdown	6	10	13	33	60	107	226	471	1027	plurality	1	1	5	7	19	43	99	233	560
gridlock	0	0	4	7	9	41	137	400	1045	subtlety	53	100	178	313	600	990	1595	2357	3424
template	0	1	3	11	27	98	331	832	1779	derrick	0	1	1	5	23	82	249	641	1310
worldview	33	110	257	538	941	1518	2325	3382	4741	mulberry	4	10	25	60	122	222	372	592	1053
rapper	0	1	8	26	82	182	428	952	1970	anthem	9	15	35	65	106	186	292	471	757
fund-raiser	1	1	5	8	25	71	206	507	1130	advertiser	1	2	7	16	28	54	107	209	396
giftedness	0	1	11	45	160	381	777	1456	2447	occupancy	1	1	2	4	15	29	54	194	546
multiculturalism	30	54	120	253	486	861	1470	2414	3607	constitutionality	44	78	138	239	409	667	1088	1705	2572
pandemic	1	6	11	28	62	159	351	682	1345	viceroy	9	18	33	59	129	216	344	568	901
audiotape	0	0	0	0	0	0	0	4	36	turnpike	12	20	32	49	89	138	240	385	690
timeline	0	0	3	6	18	66	214	593	1383	hostage	0	0	1	4	6	21	64	154	460
handheld	7	21	58	121	256	465	866	1430	2346	parapet	58	111	205	403	704	1121	1796	2633	3748
telecom	2	3	15	36	81	157	291	536	967	jargon	6	11	14	23	29	60	119	293	652
epidemiology	23	35	47	84	145	257	416	671	1058	specification	6	25	63	196	452	928	1696	2780	4253
ultrasound	2	11	21	62	144	291	570	1002	1718	progression	4	32	102	270	635	1222	2120	3348	4906
mpg	0	1	2	5	18	42	78	176	363	beak	22	52	123	282	584	1104	1846	2899	4271
self-report	0	0	0	1	10	58	199	548	1342	ingredient	2	10	36	101	227	464	834	1441	2522
wake-up	0	0	0	0	1	3	21	102	420	palate	1	1	3	8	19	74	185	420	997
marinade	174	275	394	574	815	1150	1734	2728	4290	nearness	3	3	6	15	33	84	212	418	808
matchup	4	9	16	34	75	123	206	307	506	jingle	2	3	7	12	30	67	151	315	663
self-concept	0	0	2	10	36	137	377	897	1786	undergrowth	66	121	202	340	583	916	1463	2303	3484
minivan	19	39	60	85	137	226	400	684	1336	potency	1	3	8	25	116	375	857	1798	3142
hotline	0	0	0	0	0	0	3	18	86	mishap	3	4	7	10	13	23	49	123	314
aerobics	0	2	3	5	8	14	33	65	151	extortion	50	81	133	204	281	440	714	1169	1929
subset	1	4	17	72	254	602	1227	2195	3429	envoy	11	20	34	60	112	196	356	668	1165
pretest	0	0	0	9	44	157	408	961	1955	potash	267	392	551	756	1020	1347	1807	2554	3731
vibe	0	1	1	4	12	36	139	395	1096	ist	79	99	120	138	245	585	988	1409	1900
wetland	15	30	54	110	205	389	729	1332	2427	mistrust	5	19	28	56	125	257	547	1067	2012
sexism	2	7	28	94	219	483	932	1679	2810	spice	0	3	14	33	86	171	292	506	821
remediation	0	3	18	57	191	472	928	1654	2641	credibility	4	5	11	20	42	97	259	649	1385
whos	0	0	0	3	6	42	207	489	1069	chili	0	1	8	33	96	211	377	646	1107
mindset	4	8	49	176	480	1075	2021	3306	4851	parable	1	3	5	8	18	45	117	298	717
bandwidth	0	0	10	30	81	178	387	790	1550	subversion	59	133	277	506	875	1420	2301	3383	4779
vegan	2	19	55	122	222	330	471	677	1088	rarity	0	0	4	12	30	108	334	874	1971
coauthor	0	0	0	1	4	9	27	68	134	atheist	21	48	80	140	264	437	746	1323	2250
antioxidant	20	52	142	294	484	788	1137	1643	2422	inflammation	411	550	745	990	1314	1773	2296	3061	4086
deforestation	7	15	28	71	161	324	638	1247	2226	self-reliance	38	70	120	218	365	620	1035	1719	2636
mozzarella	256	337	425	572	755	1033	1510	2311	3662	accessory	0	0	0	0	2	8	35	201	669
pesto	355	450	587	758	1025	1426	2090	3256	5000	socket	28	99	233	482	852	1490	2324	3436	4897
biosphere	0	1	1	1	2	10	37	144	468	defection	1	4	14	26	51	139	285	627	1216
pts	0	0	0	1	1	1	2	7	27	ch	0	2	7	47	189	598	1096	1646	2264
startup	1	1	4	22	66	175	401	823	1599	exponent	12	19	41	94	207	440	859	1555	2548
replication	1	18	83	270	621	1197	1969	3018	4276	rattlesnake	10	24	59	129	306	599	1193	2160	3603
prosthesis	1	7	23	81	220	496	955	1700	2781	whirlpool	2	3	8	12	29	72	161	396	861
fundraiser	1	3	4	11	23	61	163	410	897	flirtation	3	4	6	10	22	57	160	388	954
chi-square	0	0	0	2	10	30	102	295	799	purgatory	0	0	1	6	11	20	62	170	444
postmodernism	26	57	109	226	429	774	1271	2019	3022	constellation	3	4	10	11	26	44	101	208	451
arugula	235	347	470	616	835	1161	1701	2547	3979	kernel	2	3	5	12	36	96	280	654	1320
aquaculture	1	7	26	61	153	305	612	1163	2072	theologian	69	107	179	276	453	690	1130	1759	2706
rainforest	0	0	3	11	21	70	179	448	953	repulsion	3	11	33	116	308	706	1373	2359	3582
cardio	0	0	1	1	5	8	30	86	275	pallet	26	50	89	170	360	696	1248	2099	3310
mind-set	0	2	4	6	25	120	368	987	2130	algebra	20	31	41	65	108	189	330	630	1112
percentile	0	0	0	0	3	15	32	78	183	allegation	21	34	68	122	251	496	935	1636	2719
taxonomy	0	3	7	33	104	237	505	1050	1860	openness	14	41	95	213	422	759	1315	2129	3226
trailhead	0	13	32	56	127	256	472	820	1341	durability	14	32	53	121	222	447	907	1699	3042
dumpster	6	30	82	241	529	1029	1838	2979	4560	decanter	109	183	271	411	705	1116	1794	2869	4294
cyber	0	0	0	0	0	1	6	31	144	boar	13	28	46	75	128	215	358	632	1254
caregiving	0	1	5	13	36	100	272	683	1451	misdemeanor	23	36	60	96	165	257	385	583	991
carcinoma	55	151	285	502	796	1084	1466	1996	2681	legitimacy	8	26	90	247	555	1076	1842	2858	4113
ricotta	331	439	583	767	1033	1490	2230	3391	5000	liturgy	19	32	50	109	187	347	626	1145	2049
methamphetamine	4	5	7	11	23	49	118	284	670	demoralization	8	23	58	114	214	422	821	1538	2606
payback	0	1	2	3	11	36	157	584	1468	ostrich	1	9	16	45	110	269	546	1037	1880
subgroup	1	1	11	41	113	329	730	1457	2537	scuffle	2	4	12	18	48	126	317	722	1561
facilitator	0	1	4	10	17	48	132	330	758	chronology	4	19	51	129	290	602	1114	1912	3025
daycare	3	6	10	21	38	78	167	350	763	burrow	0	5	14	55	170	414	883	1677	2893
dot-com	1	1	1	2	5	12	34	91	217	manger	0	1	1	1	11	27	75	261	781
predation	3	9	33	82	184	389	842	1641	2878	rhinoceros	44	70	111	170	279	488	816	1272	1939
canola	300	470	714	1046	1482	2041	2882	4069	5000	heron	4	9	30	63	110	237	526	1057	2054
moisturizer	3	7	14	27	83	183	388	799	1607	favoritism	17	40	79	145	277	533	969	1679	2771
weight-loss	0	0	0	3	13	22	60	153	352	forerunner	2	2	4	7	14	27	96	320	867
coursework	5	12	17	37	65	106	207	446	895	betrothal	5	7	10	19	45	97	191	362	712
spreadsheet	1	1	3	7	16	44	104	243	593	guillotine	1	2	3	4	7	15	27	64	157
midlife	0	1	2	3	5	20	65	210	588	travail	0	1	1	6	11	45	175	458	934
couscous	212	306	407	510	667	886	1233	1785	2849	renegade	2	7	10	22	52	151	329	656	1261
nanotechnology	3	12	24	54	100	233	523	1052	1927	subject-matter	204	414	736	1175	1841	2698	3773	5000	5000
homophobia	5	10	36	110	265	585	1083	1925	3071	astrologer	0	0	3	8	18	40	99	270	624
inpatient	11	18	30	52	139	304	585	1056	1859	storehouse	3	3	3	7	12	23	42	120	321
pathogen	55	95	204	405	708	1115	1673	2403	3471	cobbler	4	6	16	38	76	150	258	516	1095
optimization	31	98	234	521	993	1744	2686	3854	5000	condensation	207	452	792	1283	1981	2927	4037	5000	5000
poetics	15	57	125	278	570	996	1596	2429	3565	crutch	0	1	3	9	22	101	294	700	1533
aka	0	0	1	1	3	12	68	241	669	cf	1	1	1	7	55	248	676	1368	2415
risotto	229	315	416	545	734	1017	1615	2741	4499	blister	0	0	1	5	32	109	346	918	2102
functionality	6	19	54	161	419	896	1772	3045	4696	truthfulness	44	85	176	307	518	853	1360	2106	3162
epicenter	0	0	1	1	5	20	91	258	707	gymnastics	7	13	16	34	58	111	229	443	849
finalist	0	1	3	6	13	30	82	174	370	seduction	3	12	33	70	145	318	611	1113	2067
dopamine	25	64	147	321	600	961	1424	2029	2856	paymaster	5	5	7	21	56	119	225	462	910
encryption	0	1	5	27	78	193	443	956	1915	connoisseur	1	5	12	32	78	156	359	717	1426
practicum	1	2	8	21	48	82	219	456	1042	sediment	43	87	184	387	725	1270	2103	3224	4701
e-commerce	4	13	35	80	151	320	607	1110	1931	grasshopper	1	7	14	46	91	181	406	847	1776
test-retest	0	0	0	0	1	23	119	364	1025	dissection	0	1	4	14	57	210	591	1320	2426
subtest	0	0	0	13	50	153	437	1053	2181	newness	5	13	31	92	200	420	785	1391	2357
connector	3	21	61	126	261	466	822	1371	2254	reprimand	4	8	13	17	34	72	172	402	838
meta-analysis	0	0	2	15	50	119	341	765	1476	hallucination	9	19	49	155	403	811	1486	2529	3934
lasagna	224	300	409	521	673	956	1452	2285	3773	striker	0	0	0	6	27	75	234	619	1479
lambda	0	0	1	1	7	29	62	121	294	clove	0	0	1	7	20	58	152	368	805
pixel	7	26	51	114	207	384	705	1245	2081	wasn	12	12	12	17	33	85	216	462	924
blogger	4	5	13	22	60	127	297	641	1238	raisin	3	13	38	142	327	599	939	1409	2099
hyperactivity	2	13	54	105	243	432	671	1055	1764	starting-point	0	1	4	29	102	318	755	1529	2733
neuroscience	32	50	68	99	171	277	441	728	1235	fabrication	0	0	1	5	11	35	145	438	1090
karaoke	0	1	12	32	77	200	413	906	1817	camphor	96	195	334	559	935	1437	2069	2960	4186
steelhead	14	18	37	53	97	145	255	480	972	cannibal	0	2	7	15	38	106	223	458	983
veggie	57	114	205	318	454	662	973	1546	2598	probate	16	26	51	80	143	246	437	730	1297
connectivity	1	4	17	49	155	357	826	1651	2925	honeysuckle	134	212	328	476	729	1122	1721	2603	3875
free-agent	0	2	4	16	33	65	94	162	307	instalment	2	7	14	36	94	203	388	670	1203
camcorder	2	7	28	52	115	223	414	820	1512	smuggler	5	10	25	52	104	218	439	902	1711
self-worth	2	8	13	35	91	214	499	1004	1845	hesitancy	6	15	25	39	88	175	363	740	1348
derailleur	1	5	12	33	87	195	419	867	1706	wonderment	11	21	28	54	100	175	338	704	1382
tinnitus	6	23	71	152	281	477	728	1112	1756	javelin	15	27	47	86	138	258	469	869	1548
jalapeno	318	426	571	788	1051	1498	2251	3439	5000	trumpeter	0	3	8	22	45	111	274	649	1394
firestorm	1	2	4	8	18	43	115	277	643	mackerel	18	31	54	105	218	356	613	1026	1779
chemo	1	5	21	63	153	310	544	890	1726	girth	0	1	8	36	76	179	403	795	1436
countertop	66	123	255	487	842	1411	2203	3408	4871	camp-fire	3	6	22	51	118	289	600	1234	2235
aquifer	7	18	34	65	122	221	392	763	1451	seeker	1	1	2	3	8	17	43	95	259
workstation	1	4	13	33	82	222	454	895	1668	pacification	14	44	114	206	383	667	1141	1806	2777
no-fly	2	6	15	30	70	138	323	648	1177	gloss	0	2	4	8	15	47	126	350	785
discriminant	0	0	4	19	67	250	629	1431	2805	hopefulness	20	48	97	218	388	685	1101	1716	2571
upfront	0	0	15	55	117	256	524	1014	1883	caliph	12	21	27	62	112	193	303	538	949
detainee	0	0	4	7	29	97	259	584	1199	theorist	81	150	270	469	857	1454	2295	3483	5000
lymphoma	82	146	240	374	536	765	1069	1448	1947	subsoil	56	101	177	326	578	989	1653	2576	3907
superhero	1	1	2	18	74	183	507	1153	2268	cerebellum	467	708	1041	1484	2080	2856	3805	4978	5000
low-sodium	208	341	538	790	1160	1644	2494	3828	5000	indorsement	5	7	30	71	165	372	741	1331	2269
hypothermia	6	11	42	122	228	400	663	1043	1743	unpopularity	6	21	52	116	309	655	1216	2068	3330
synergy	0	0	0	6	14	60	236	753	1723	encore	253	380	613	856	1120	1424	1730	2159	2817
no-brainer	0	0	0	0	3	17	43	143	536	down-stairs	10	27	54	132	278	594	1159	2104	3412
airfare	1	2	4	9	12	28	60	162	376	lullaby	18	38	71	125	242	407	695	1172	2086
forensics	1	2	2	5	11	38	96	268	647	sulphate	834	1060	1374	1802	2375	3142	4059	5000	5000
subtext	1	5	18	101	305	696	1473	2577	4162	scurvy	12	33	58	107	174	254	387	560	828
kayaking	5	8	15	25	54	84	188	404	835	mermaid	0	0	6	24	85	222	577	1343	2732
apnea	111	201	325	463	625	842	1140	1555	2250	emir	11	15	24	36	56	94	165	290	544
coworker	0	0	4	10	18	57	200	572	1393	zoology	89	115	160	233	369	594	964	1651	2788
largemouth	17	26	41	60	88	161	286	559	1167	wheelwright	1	4	8	12	39	102	237	575	1198
gamma-ray	24	42	91	153	249	433	711	1242	2128	divination	8	16	39	102	301	747	1543	2725	4378
stressor	0	0	0	5	32	116	338	837	1618	gridiron	0	0	0	4	17	34	88	213	466
tomography	0	5	19	79	214	495	982	1701	2670	punctuation	6	12	29	55	90	177	336	610	1235
pager	4	12	19	30	67	122	242	493	974	caro	0	0	1	10	47	227	579	1098	1825
oncology	32	38	63	100	161	251	410	641	1045	bailiff	1	5	10	21	50	106	238	506	1047
motivator	0	0	0	3	10	31	86	288	747	journeyman	20	26	46	77	120	206	376	664	1201
stakeholder	0	1	11	53	165	422	879	1518	2525	retrenchment	43	101	198	414	771	1256	1982	3012	4324
co-chair	10	18	31	59	118	186	312	519	902	genealogy	1	4	5	15	44	97	260	542	1166
firewall	0	0	0	0	0	8	20	106	331	compost	35	73	150	302	599	1064	1767	2742	4077
snowboard	1	1	1	3	7	21	46	107	289	regulator	32	79	173	322	662	1251	2145	3331	4903
drywall	25	67	119	243	433	764	1302	2147	3393	breech	24	60	107	252	486	813	1278	2038	3142
downtime	0	0	0	4	22	84	290	810	1811	godmother	2	6	17	35	92	228	495	1045	1992
affordability	1	7	19	43	144	331	658	1217	2047	impersonation	8	19	63	154	347	662	1215	2053	3311
cappuccino	31	60	109	197	339	556	912	1459	2562	inoculation	146	244	386	568	807	1151	1676	2490	3768
renewables	1	9	32	97	209	478	853	1415	2383	uselessness	14	26	52	147	293	532	966	1620	2613
reinvention	0	0	2	11	48	194	521	1175	2242	definiteness	96	229	471	832	1347	2068	3062	4320	5000
childcare	4	9	18	36	69	128	274	568	1066	canister	31	58	113	198	386	743	1416	2389	3790
texting	0	0	0	0	0	5	23	92	351	mimicry	15	36	96	279	560	1005	1714	2794	4270
ultralight	0	0	12	38	106	266	560	1118	2045	sociability	10	20	40	73	147	282	551	1046	1839
moniker	4	5	9	9	9	16	40	105	415	bleach	21	77	186	380	704	1153	1848	2890	4325
pulsar	18	38	80	136	240	418	698	1204	2085	caper	0	0	0	6	34	109	327	879	1938
antidepressant	31	62	122	236	387	614	918	1369	2159	sub-committee	16	23	47	96	216	420	769	1289	2024
fine-tuning	0	0	10	53	189	490	1076	2035	3495	merchantmen	32	51	77	114	184	286	462	729	1138
wild-card	12	20	36	54	86	145	228	344	571	mainsail	101	133	195	314	474	755	1225	1997	3146
t-test	0	0	1	1	8	42	176	533	1320	mogul	1	1	4	5	12	33	86	186	451
latte	9	18	39	88	191	365	688	1317	2480	spec	27	78	190	380	637	1014	1635	2488	3656
salience	21	74	198	437	862	1510	2371	3485	4963	skeptic	45	71	113	208	418	809	1432	2418	3780
antivirus	0	0	0	4	8	30	101	319	796	touchstone	1	2	19	92	305	754	1549	2704	4408
genomics	2	10	17	36	61	105	214	456	997	terrapin	17	60	142	251	421	683	1120	1866	3194
shallot	275	395	579	829	1226	1873	2964	4701	5000	angler	1	1	3	5	7	17	53	116	272
biodiesel	7	15	31	85	194	395	754	1243	2028	autocrat	0	1	1	2	7	24	66	174	453
malware	0	0	0	0	5	18	79	241	658	surname	6	7	8	14	54	142	340	837	1888
oncologist	22	32	58	98	151	263	437	714	1166	substratum	37	176	417	862	1496	2347	3437	4734	5000
bioethics	14	29	49	97	195	381	685	1239	2164	smattering	0	0	0	3	4	13	36	88	242
melatonin	26	71	156	350	625	973	1454	2156	3075	marksman	13	23	45	97	176	317	630	1219	2191
add-on	0	2	11	51	140	348	705	1388	2466	archery	7	12	19	31	66	103	155	277	539
triathlon	1	6	10	22	43	76	124	233	466	confidante	3	13	33	85	169	341	651	1136	2022
chalkboard	2	3	10	36	83	203	504	1055	2006	men-of-war	49	78	113	169	265	416	610	947	1466
playbook	0	0	0	0	1	3	21	106	325	redness	77	150	280	537	978	1712	2855	4315	5000
biota	14	39	108	277	588	1088	1795	2781	4003	basalt	243	389	635	1003	1568	2342	3339	4536	5000
sobre	1060	1235	1455	1659	1873	2184	2565	3152	4020	thong	107	197	357	649	1005	1481	2209	3196	4525
telemarketing	1	2	10	20	70	171	368	717	1347	physiologist	86	137	195	291	509	869	1576	2571	3998
deep-sky	0	0	1	4	15	36	75	187	445	lexicon	14	25	48	119	260	504	979	1695	2898
lube	0	0	8	25	93	265	584	1272	2349	hee	0	2	2	14	72	228	603	1224	1975
metadata	0	0	0	0	12	33	124	343	855	essayist	93	154	261	433	687	1115	1719	2568	3855
baguette	218	333	500	739	1132	1840	2976	4721	5000	serfdom	16	28	60	119	244	451	827	1418	2357
keyword	0	0	0	0	0	3	6	34	111	hatter	0	1	8	23	115	311	668	1230	2249
